it-codigo;Custo
71.0463.00209;392,93
71.0463.00211;392,93
71.0463.00213;378,85
2020100020;9,67
70.0127.00740;230,79
70.0127.00742;230,79
70.0127.00744;295,27
70.0127.00746;295,27
80.0829.00062;15,33
80.0829.00083;18,60
80.0829.00131;3,85
80.0829.00133;2,75
80.0829.00143;0,86
80.0829.00094;4,12
80.0829.00005;5,63
80.0829.00076;1,61
80.0829.00057;0,82
80.0127.00090;143,00
1001000124;28,60
1000900027;10,50
70.0127.00587;181,17
70.0127.00766;97,84
1515500116;29,90
1000500004;6,50
70.0065.04428;10,00
1001000357;19,40
70.0001.02325;4,98
2020300013;42,00
2020300014;42,00
80.0829.00075;18,09
80.0829.00120;4,30
80.0829.00135;1,32
80.0829.00011;31,17
80.0829.00113;3,89
80.0829.00126;0,85
80.0829.00105;9,35
80.0829.00065;2,75
70.0667.00171;45,00
70.0667.00244;85,00
70.0667.00248;72,00
1000400220;9,80
70.0667.00237;183,15
70.0195.04541;50,00
3030100042;154,97
70.0667.00258;61,20
70.0667.00247;65,10
70.0667.00268;123,10
70.0667.00269;98,10
1001000273;34,76
70.0195.04546;400,00
70.0191.00894;116,66
15.0853.00029;15,15
15.0853.00027;16,17
15.0853.00028;14,10
15.0853.00006;17,00
15.0853.00007;13,00
3030100053;319,98
70.0127.00675;1400,00
4040100067;890,00
2020600366;575,00
15.0853.00030;1,90
70.0853.00044;79,00
70.0853.00137;70,00
70.0195.04654;0,20
15.0195.00391;1,10
1001000351;7,97
2020400122;145,00
1000100459;8,58
15.0001.00206;195,62
80.0127.00076;29,88
1001000354;9,20
70.0853.00135;7,00
70.0853.00022;21,00
70.0853.00021;6,10
70.0195.00769;366,70
70.0853.00029;450,00
1001000395;23,40
70.0853.00002;400,00
2020400117;47,84
1000100004;5,90
2020400002;725,00
2020300054;51,43
15.0853.00046;10,00
70.0853.00191;80,00
70.0853.00294;325,00
70.0853.00049;400,00
70.0853.00031;650,00
15.0853.00049;408,73
3030100059;25,00
1000100462;10,66
70.0853.00184;320,00
0909400005;1,06
70.0855.00061;87,27
70.0853.00366;120,00
70.0853.00444;98,00
15.0853.00050;12,00
70.0855.00049;25,00
70.0195.04498;14,40
70.0499.01697;28,35
70.0499.01709;28,00
70.0499.01712;3,75
70.0813.00308;390,00
70.0499.01765;840,00
711;300,00
80.0001.00167;195,44
80.0001.00281;148,69
15.0823.00008;168,35
70.0813.00320;751,43
2020100097;108,10
2020100006;18,90
2120400097;65,02
80.0191.00056;3930,00
1000400329;15,30
1000400090;14,51
70.0001.03147;6,00
70.0853.00414;25,00
70.0853.00427;26,25
70.0853.00062;9,00
70.0853.00415;43,75
70.0853.00422;31,25
70.0853.00428;23,10
70.0001.02423;7,10
70.0001.02413;18,75
70.0853.00475;41,70
2020600021;22,00
2020600106;116,94
2020600339;109,74
80.0001.00390;1700,00
80.0855.00002;2480,00
2020100125;17,29
0909100024;6,62
70.0001.01149;56,17
70.0001.01151;56,17
70.0195.04928;296,45
70.0853.00190;400,00
80.0829.00072;4,58
80.0829.00130;0,86
80.0829.00136;1,61
80.0829.00002;2,90
80.0829.00154;0,85
80.0829.00026;6,71
80.0829.00067;13,36
80.0829.00088;2,72
80.0829.00118;2,16
80.0829.00144;5,33
80.0829.00148;2,37
15.0195.00476;5,50
70.0001.01090;9,00
70.0191.00739;9,00
3030100027;5,50
70.0853.00318;470,00
70.0853.00329;350,00
70.0813.00301;387,10
70.0535.00056;15,00
2020400088;16,00
0909400002;6,26
1001000179;6,81
15.0853.00004;1455,71
70.0127.00676;665,07
15.0499.00163;154,76
70.0065.02871;215,00
70.0195.00752;400,00
1000100467;15,59
80.0829.00027;5,96
80.0829.00038;5,49
80.0829.00042;21,37
80.0829.00053;4,53
80.0829.00077;4,61
80.0829.00080;0,85
80.0829.00084;0,85
80.0829.00085;19,09
80.0829.00104;4,06
80.0829.00115;3,89
80.0829.00116;3,85
1000400233;12,56
3030100057;18,68
2020600374;2645,97
2020600377;1366,32
70.0065.04006;340,00
70.0065.04007;340,00
1000300026;8,09
2020400077;7,45
1001000345;10,02
3030100044;200,53
70.0813.00027;74,67
70.0813.00321;30,00
70.0499.00889;38,00
70.0127.00915;1,24
70.0127.00916;1,37
80.0829.00037;18,95
80.0829.00079;4,30
80.0829.00039;43,77
80.0829.00121;4,34
2020300088;270,00
70.0127.00769;218,04
70.0127.00770;218,04
70.0853.00193;960,00
2120400089;177,59
70.0499.00884;102,00
70.0499.00891;25,64
70.0499.00892;25,64
70.0499.00898;25,64
70.0499.01214;25,64
3030100001;69,30
0909100028;6,64
0909100011;5,41
0909100031;5,99
70.0127.00797;84,21
70.0127.00848;83,00
70.0065.00167;130,00
70.0853.00194;3,53
70.0853.00195;0,09
70.0853.00196;1,06
70.0853.00197;3,09
70.0853.00199;1,68
70.0853.00201;5,03
70.0853.00203;10,05
70.0853.00219;8,29
70.0853.00239;5,73
70.0853.00252;0,09
70.0853.00348;1,63
70.0853.00476;13,73
70.0853.00558;1,28
70.0853.00559;7,01
2020000075;131,98
2020000072;104,53
2020000014;105,58
2020000076;160,22
2120400106;177,59
2020600226;32,64
2120400026;13,35
2020600329;85,46
2020100066;9,40
2020100067;13,09
2120100070;1,16
2020100123;51,59
80.0195.00033;3200,00
80.0127.00027;493,01
2120400012;2,65
2120400013;4,50
2120400014;8,70
2020400104;13,31
15.0001.00112;124,39
1515500231;113,99
1515500230;105,34
70.0065.00406;90,00
70.0065.00408;130,00
1001000349;9,32
1001000355;8,37
1001000350;11,06
1001000352;9,91
1001000353;24,00
80.0001.00393;310,00
80.0001.00361;231,00
1000900053;17,52
2020100133;37,91
2020100134;12,31
70.0853.00349;58,00
70.0127.00920;37,00
2020100008;108,01
2020100017;82,38
2020100096;89,26
2020100121;38,08
2020100122;47,46
70.0001.01313;0,06
70.0195.00791;1,17
80.0829.00006;1,86
80.0829.00137;2,98
80.0829.00069;3,24
80.0829.00132;4,43
80.0829.00141;3,50
80.0127.00007;71,84
1001000356;10,50
80.0856.00001;53,00
3030100014;650,00
3030100056;75,00
80.0127.00043;189,87
80.0127.00042;189,87
2020600379;1190,00
70.0853.00360;400,00
70.0813.00107;17,33
70.0195.04562;400,00
80.0829.00013;31,17
80.0829.00081;2,39
80.0829.00093;13,61
80.0829.00099;3,54
80.0829.00103;4,37
80.0829.00111;2,79
70.0195.04529;400,00
70.0127.00788;83,30
70.0127.00818;7,00
70.0127.00823;88,70
70.0499.01623;9,00
70.0499.01625;13,50
70.0853.00332;400,00
70.0853.00429;400,00
3030100013;11,90
1000100052;11,05
70.0195.05029;502,86
1000400266;15,79
70.0853.00082;5,60
70.0853.00104;5,90
70.0853.00204;5,60
2020600157;136,00
1001000396;21,23
1001000397;21,23
70.0499.01701;12,00
70.0499.01706;11,13
70.0499.01752;13,11
70.0499.01753;13,07
1000300065;9,39
70.0195.01468;1,86
70.0195.02924;2,85
70.0195.04656;0,20
70.0195.01511;0,03
2020100131;33,21
2020100130;46,34
70.0499.01822;490,00
70.0499.01824;490,00
70.0499.01826;500,00
70.0499.01828;400,00
1001000346;12,50
15.0127.00018;9,31
15.0127.00033;17,33
1001000260;23,33
70.0499.01761;466,65
70.0499.01766;466,66
70.0499.01782;466,67
70.0499.01818;600,00
70.0499.01820;600,00
1000400105;13,80
2120400112;3,80
70.0499.01776;8,00
70.0499.01778;12,00
70.0853.00185;98,00
70.0065.01370;150,00
70.0065.02330;150,00
80.0829.00054;4,56
2020400123;36,00
3030100032;15,50
2020100018;7,79
1001000344;12,40
70.0195.04712;80,00
1001000347;28,62
2020300053;52,00
2020300062;42,00
70.0499.01626;21,50
70.0127.00667;10,80
70.0127.00599;76,72
0909100022;7,60
0909100025;6,49
4040100007;151,18
70.0499.01834;650,00
1001000343;12,70
70.0127.00027;476,34
1001000405;19,49
714;1,04
70.0667.00257;81,00
70.0001.01307;8,13
70.0001.01308;8,13
70.0001.01309;7,50
70.0001.01310;3,35
70.0001.01806;12,01
70.0001.02076;12,14
70.0001.02077;8,56
70.0001.02078;8,56
70.0127.00798;41,40
70.0127.00866;63,90
70.0127.00867;63,90
15.0127.00045;680,38
15.0127.00046;749,78
1000300045;13,13
70.0813.00328;57,00
70.0499.01836;760,00
15.0001.00227;0,15
15.0001.00228;0,21
15.0001.00229;1,30
15.0001.00230;7,07
15.0001.00231;36,33
80.0856.00008;99,55
80.0856.00011;78,95
80.0856.00012;83,55
15.0065.00010;51,57
15.0065.00011;943,97
80.0829.00082;17,97
80.0829.00129;0,85
80.0856.00009;213,50
80.0856.00010;149,80
80.0829.00124;4,55
70.0195.05027;160,00
70.0499.01838;600,00
70.0499.01840;600,00
80.0195.00070;3748,57
80.0856.00013;44,00
80.0856.00014;44,00
80.0856.00015;44,00
80.0856.00016;44,00
80.0856.00003;103,53
80.0856.00004;81,25
80.0856.00002;70,97
80.0856.00005;52,37
80.0856.00006;70,13
80.0856.00007;56,53
9992200068;54,82
70.0813.00326;98,00
80.0855.00001;2210,00
70.0855.00083;4562,86
80.0853.00008;2940,00
70.0667.00271;178,30
1000100002;8,56
15.0853.00047;290,00
3030100010;12,60
70.0001.03243;314,28
70.0195.05014;48,00
80.0829.00139;3,24
80.0829.00162;2,00
70.0195.04985;400,00
70.0195.05026;433,33
70.0667.00277;110,00
70.0065.00653;16,75
70.0065.00669;16,75
70.0065.00690;16,75
70.0065.03705;8,40
70.0065.00637;16,75
70.0195.05012;400,00
70.0195.04668;7,23
70.0195.05006;9,73
70.0195.05025;6,80
70.0195.05039;6,70
70.0195.04334;0,45
70.0856.00001;81,25
70.0856.00002;124,27
70.0856.00003;124,27
70.0856.00004;87,33
1000900029;7,40
1001000334;23,24
70.0195.00215;0,40
70.0195.01738;0,15
70.0195.04011;1,06
80.0195.00081;3256,67
70.0499.00937;95,00
2020300055;54,00
2020600400;509,20
2020600401;31,20
1001000401;10,02
1001000402;10,02
80.0127.00003;471,95
80.0195.00084;3200,00
70.0667.00275;82,00
70.0667.00276;82,00
70.0667.00274;120,00
70.0667.00278;82,00
70.0667.00279;28,60
70.0813.00327;234,29
70.0853.00020;6,10
70.0853.00023;9,10
70.0853.00041;4,25
70.0065.00110;25,00
70.0065.01992;45,00
70.0065.04434;50,00
70.0065.04435;50,00
70.0065.04443;50,00
80.0195.00066;2600,00
80.0829.00098;1,32
70.0127.00800;9,50
70.0065.04034;24,50
9992200007;12,00
2020100132;26,93
80.0835.00006;2673,00
70.0667.00184;4,98
70.0853.00051;7,26
70.0853.00056;7,26
70.0001.03245;150,00
15.0195.00514;14,94
0909300007;7,39
15.0001.00235;41,13
2020600404;177,00
70.0195.03263;34,00
80.0829.00063;26,26
70.0065.00635;17,80
70.0065.00677;17,80
70.0065.00685;17,80
70.0065.00693;17,80
70.0065.03732;17,80
70.0065.03737;17,80
70.0065.00656;17,80
70.0813.00323;163,00
70.0829.00054;5,88
15.0001.00261;28,30
70.0127.00710;15,17
70.0195.01621;31,00
70.0195.02103;7,91
70.0195.03759;6,50
70.0823.00047;40,00
70.0667.00176;1,00
15.0499.00170;466,55
15.0499.00171;423,15
1000300033;11,00
70.0195.03148;18,00
2120400081;11,72
70.0001.01440;15,00
2020600109;195,85
1000400134;13,55
15.0001.00220;24,60
15.0195.00140;12,89
15.0195.00521;7,90
15.0195.00528;12,10
80.0829.00055;6,74
1001000255;36,45
2020100135;16,61
2020100128;37,42
1001000390;11,88
3030100060;165,65
70.0813.00324;397,14
1000400304;15,50
71.0463.00300;326,57
71.0463.00302;326,57
15.0499.00178;161,90
70.0195.00729;400,00
715;1,04
5050000003;7,47
70.0195.00824;6,70
70.0001.01375;18,00
70.0001.03221;18,00
15.0001.00217;18,80
70.0195.05115;0,38
1000300054;9,05
70.0001.03372;2,52
70.0001.03400;1,80
70.0195.04698;1,68
70.0001.03507;18,00
70.0001.03512;18,00
70.0127.00810;81,50
2020300093;9850,00
70.0001.03368;0,06
70.0195.03351;0,72
2120400005;52,35
80.0829.00127;4,10
2021800002;40,00
2020000083;190,71
2020000085;133,73
2120400015;5,78
70.0001.03258;8,00
70.0195.00038;0,18
80.0195.00065;5493,00
2120400077;225,00
2120400094;32,87
2120400093;146,39
70.0499.01469;65,00
70.0499.01890;12,18
15.0127.00041;108,22
70.0001.02928;9,00
15.0853.00010;1,02
15.0853.00017;0,19
2020600405;20,00
2020600406;189,00
80.0829.00155;0,87
70.0195.05320;1042,32
70.0065.03700;165,00
70.0065.03701;165,00
70.0065.05522;170,00
70.0065.05524;170,00
70.0065.05526;170,00
15.0127.00049;13,41
1001000319;10,68
76.0127.00396;1017,76
76.0127.00739;956,86
76.0127.00741;956,86
76.0127.00743;1221,70
76.0127.00745;1221,70
15.0853.00055;24,25
70.0813.00295;54,50
70.0813.00296;54,50
80.0127.00009;143,00
80.0127.00094;143,90
15.0499.00179;83,45
15.0499.00180;53,10
80.0001.00279;273,04
0909400006;32,42
80.0001.00025;466,81
70.0195.04793;296,45
2020600361;575,00
2020600375;519,82
2020600195;90,52
70.0065.05528;170,00
70.0487.00366;9,00
70.0499.01891;470,00
70.0499.01892;470,00
70.0453.00253;18,00
70.0001.03529;42,76
70.0001.03532;38,30
70.0001.03535;14,61
70.0001.03541;21,78
70.0001.03563;27,34
70.0453.00254;9,00
15.0195.00523;11,70
15.0499.00177;557,25
1001000408;8,29
70.0499.01893;361,32
70.0499.01894;361,33
15.0127.00060;22,90
70.0001.03236;327,00
15.0127.00044;22,38
15.0065.00013;144,30
15.0195.00524;545,59
15.0195.00518;608,42
15.0127.00053;20,00
70.0856.00012;70,13
1001000125;40,49
71.0463.00085;1,28
71.0463.00104;1,10
71.0463.00249;1,98
71.0463.00308;11,00
71.0463.00007;2,00
71.0463.00110;12,00
71.0463.00136;1,00
71.0463.00137;1,00
71.0463.00173;1,00
71.0463.00184;2,00
71.0463.00185;2,00
15.0127.00058;82,00
70.0195.00259;130,00
70.0195.00443;80,00
15.0127.00050;10,46
80.0499.00003;208,37
80.0499.00004;200,00
70.0499.01668;13,06
70.0499.00043;9,18
80.0499.00024;124,28
15.0127.00051;14,00
15.0127.00059;30,94
15.0127.00057;8,10
15.0001.00213;4,20
70.0195.05677;502,86
70.0195.05608;15,00
70.0195.05605;250,00
70.0195.05632;250,00
80.0195.00091;5493,00
2020100138;2415,68
15.0853.00053;158,62
15.0195.00519;14,50
15.0195.00520;18,35
9999900022;596,00
70.0195.05454;80,00
70.0195.05464;80,00
1001000014;21,05
80.0535.00007;2940,00
2020600409;299,00
2020100113;10,90
2020000026;74,84
2020000094;103,05
2020000027;126,98
2020000074;88,33
2020000024;71,77
2020000086;93,85
2020000019;74,84
2020000018;100,60
1001000407;8,29
70.0499.01831;209,87
70.0499.01833;229,99
70.0499.01835;210,00
9899900111;170,00
15.0001.00272;6,84
80.0856.00018;350,00
70.0499.01897;255,00
70.0499.01898;255,00
70.0499.01829;330,00
1000100468;75,59
1000400245;14,14
2020600388;465,00
15.0195.00540;9,30
15.0195.00541;28,70
15.0195.00543;102,71
15.0195.00548;72,30
15.0195.00240;0,13
15.0453.00021;0,74
71.0463.00197;3,58
71.0463.00200;3,58
70.0195.05593;442,86
70.0001.01258;18,00
15.0001.00290;4,30
1001000388;14,30
71.0463.00229;1,10
71.0463.00230;1,10
71.0463.00305;11,00
80.0499.00042;210,00
15.0853.00038;3,88
70.0001.03597;0,35
70.0195.00557;1,01
70.0195.00630;0,83
15.0195.00501;24,38
15.0127.00054;9,47
70.0191.00907;67,50
2020600133;590,00
70.0067.00198;54,00
70.0067.00208;90,00
70.0067.00213;48,00
70.0067.00220;38,00
70.0067.00227;53,00
70.0067.00233;52,00
80.0499.00078;210,00
70.0191.00750;6,30
70.0191.00751;9,30
70.0191.00754;6,30
70.0191.00884;3,90
70.0191.00887;14,82
70.0001.01059;14,82
2020600327;490,00
2020600413;454,80
70.0001.03716;18,00
80.0856.00019;380,00
80.0195.00087;4000,00
70.0499.00888;760,00
15.0855.00001;1132,82
15.0855.00002;1132,82
15.0855.00011;602,14
15.0855.00012;602,14
15.0855.00015;602,14
15.0855.00016;602,14
15.0855.00023;292,27
15.0855.00024;279,33
706;0,67
9992300012;6362,06
1000100063;7,55
2020600049;21,20
15.0195.00568;1613,60
9996000020;0,01
9995000117;9,80
9995000119;6,00
2020600325;230,00
15.0195.00571;335,00
70.0499.01837;250,00
0909400008;8,38
70.0195.05121;296,45
80.0195.00048;5250,00
80.0195.00086;4500,00
2020600417;475,00
2020600418;250,00
2020600419;284,00
70.0195.05690;502,86
15.0499.00190;19,78
15.0499.00189;19,78
15.0195.00573;189,90
70.0195.02104;5,39
80.0813.00019;2365,00
70.0001.03310;18,00
70.0856.00026;153,54
70.0856.00027;153,54
3030100068;253,00
3030100069;187,00
80.0195.00097;5493,00
70.0499.01927;810,00
70.0499.01931;810,00
0909400014;7,33
2020600420;28,90
80.0001.00219;165,05
70.0823.00072;2254,00
80.0499.00098;319,00
80.0499.00100;28,35
80.0499.00093;298,33
70.0853.00039;450,00
15.0195.00529;19,70
70.0001.03295;18,00
70.0001.03732;18,00
80.0829.00147;0,85
70.0001.03736;75,00
2021800014;36,50
70.0195.05689;3,30
70.0127.00914;1,37
70.0195.04190;400,00
70.0195.04229;400,00
2020400066;8,50
15.0855.00033;697,25
15.0855.00034;500,15
15.0855.00035;288,35
15.0855.00036;1125,67
15.0855.00037;1125,67
15.0855.00038;634,75
15.0855.00039;634,75
15.0855.00047;85,29
15.0855.00040;289,34
15.0855.00041;276,53
15.0855.00042;596,11
15.0855.00043;596,11
15.0855.00044;596,11
15.0855.00045;596,11
15.0855.00046;658,30
70.0499.01978;400,00
15.0855.00026;292,27
15.0855.00027;263,42
15.0855.00028;574,77
15.0855.00029;626,23
15.0855.00030;626,23
15.0855.00031;574,77
15.0855.00032;607,62
70.0195.04907;296,45
70.0001.01087;9,00
70.0001.01609;9,00
9992000008;28,00
70.0499.02024;505,00
70.0499.02034;505,00
70.0499.01977;115,11
70.0499.01993;118,98
70.0499.01965;250,00
70.0499.02014;101,42
70.0001.03740;1980,00
70.0499.01918;1541,31
80.0001.00386;315,00
2120600210;33,14
70.0195.02192;400,00
80.0001.00444;148,69
80.0001.00445;148,69
70.0499.02084;489,29
70.0499.02087;489,29
80.0855.00007;2412,50
70.0499.02080;107,33
1001000414;14,10
2020600422;739,00
2020600423;8,00
2020600424;229,00
2020600425;460,00
2020600426;620,00
70.0499.02083;123,51
70.0499.02086;125,73
80.0858.00001;6991,27
80.0858.00002;7394,09
70.0829.00073;3,00
80.0855.00005;2210,00
70.0775.00214;95,00
15.0195.00122;357,60
70.0001.01352;18,00
70.0001.03347;18,00
15.0853.00056;1,85
1001000415;10,06
70.0856.00054;233,33
15.0195.00428;5,66
80.0499.00061;1100,00
80.0499.00063;998,79
70.0856.00048;200,00
70.0856.00049;200,00
70.0856.00055;350,00
80.0499.00108;1450,00
70.0855.00127;5200,00
70.0856.00095;0,19
70.0853.00295;325,00
70.0195.04332;325,00
3030100005;2,50
3030100017;2,40
1000100231;6,72
70.0237.00092;78,28
70.0856.00030;56,21
1000400336;10,15
1000400308;9,80
70.0065.01775;165,00
70.0065.01776;155,00
0909100047;5,43
1000900055;17,81
1000900060;17,59
1001000152;7,20
1000900022;7,20
1000900012;7,30
70.0499.01554;101,42
70.0499.01901;115,11
70.0499.01903;118,98
1000100470;7,00
15.0195.00572;1802,10
70.0499.02201;289,32
70.0499.02159;337,41
70.0499.02177;700,00
1001000128;20,00
2020600427;300,00
2020600428;390,00
2020600429;620,00
2020600430;680,00
2020600431;790,00
2020600432;34,00
2020600433;49,00
2020600434;29,00
70.0499.02160;700,00
70.0499.02176;700,00
80.0499.00095;419,00
2020600022;32,00
1000900024;8,40
80.0829.00158;25,39
70.0065.05595;140,00
1000400211;9,90
15.0195.00569;1747,90
80.0195.00103;2750,00
15.0195.00589;524,50
1001000287;17,75
15.0195.00197;1,30
15.0195.00388;0,26
15.0195.00510;0,93
15.0856.00036;372,59
15.0001.00214;1,50
70.0499.02233;490,00
70.0499.02235;490,00
70.0001.03867;16,37
80.0001.00449;86,00
1000400337;9,80
80.0499.00110;372,83
70.0195.02086;4,32
1000100471;16,50
1515500266;83,79
1515500269;89,53
1515500268;25,11
1515500267;63,49
2020600435;72,00
15.0856.00039;166,80
15.0195.00532;378,10
15.0856.00040;186,75
15.0195.00590;608,15
707;18,00
70.0195.03976;400,00
15.0856.00043;84,30
15.0856.00056;88,96
15.0856.00032;2,00
4040100220;2,54
4040100246;4,20
71.0463.00310;1,76
1000100472;7,29
1000100473;7,62
1001000362;17,57
1001000424;19,50
15.0856.00041;15,21
15.0856.00057;105,30
15.0856.00012;7,37
15.0856.00010;6,00
15.0853.00014;0,25
15.0856.00034;10,00
15.0856.00037;160,84
15.0856.00031;140,98
15.0856.00038;140,98
3030100037;57,52
1001000339;19,88
0909300006;4,79
15.0195.00452;237,30
15.0195.00591;178,25
15.0856.00055;34,90
15.0856.00019;116,65
70.0853.00099;11,00
70.0195.04081;116,10
70.0195.04077;90,33
70.0195.04084;170,00
15.0195.00567;1573,60
901;0,32
15.0856.00002;258,19
15.0499.00156;550,34
15.0127.00056;26,90
70.0499.02125;350,00
70.0855.00092;700,00
70.0855.00096;816,67
70.0855.00111;1050,00
70.0195.05693;502,86
1001000423;17,36
1000300059;7,90
70.0499.02283;700,00
70.0127.00007;79,86
70.0127.00930;264,80
70.0195.00689;3,00
70.0853.00158;14,37
15.0856.00003;109,30
15.0856.00033;196,55
15.0856.00054;239,13
15.0856.00023;1132,50
15.0856.00027;137,45
15.0195.00419;183,60
15.0856.00049;253,85
15.0856.00050;148,15
70.0499.02249;105,00
70.0499.02250;105,00
70.0499.02260;270,00
70.0499.02261;270,00
80.0499.00076;610,00
70.0499.02272;490,00
70.0499.02284;380,00
70.0499.02291;40,00
9992200055;224,15
9992200057;255,05
70.0499.02273;700,00
15.0499.00192;285,35
80.0001.00442;350,00
70.0499.02271;800,00
80.0829.00034;57,50
70.0499.02274;360,00
80.0065.00232;150,00
4040100182;151,78
4040100083;226,36
15.0856.00061;106,25
15.0856.00063;114,80
15.0856.00064;21,00
70.0195.03949;270,51
70.0195.03963;270,51
70.0195.03996;232,26
70.0195.04013;219,83
70.0195.04027;197,48
70.0195.04041;172,00
70.0195.04053;164,69
70.0195.04060;122,96
70.0195.04066;115,51
70.0195.04816;462,28
70.0195.04828;462,28
80.0065.00461;130,00
70.0127.00008;271,09
80.0499.00113;793,50
0909100052;7,32
0909100053;7,60
1001000338;17,90
15.0001.00477;1,81
15.0195.00487;0,38
15.0195.00205;0,28
15.0001.00137;2,95
15.0855.00056;1504,90
80.0195.00099;3400,00
80.0127.00074;625,04
80.0127.00075;625,04
1000100475;0,12
15.0855.00055;1148,00
0909100049;5,21
0909100048;5,27
70.0856.00145;22,40
70.0856.00230;35,00
15.0856.00062;61,80
15.0856.00060;152,45
70.0856.00295;80,00
1000100474;0,25
15.0855.00053;256,55
70.0829.00005;2,80
0909100050;4,98
15.0195.00509;4,20
70.0195.04835;79,66
70.0499.02383;208,57
15.0127.00055;8,10
1000100436;6,41
70.0856.00195;500,00
1000400136;11,69
15.0499.00195;360,70
9992200056;176,75
70.0001.03907;750,00
70.0001.03909;150,00
70.0001.03911;225,00
70.0001.03916;750,00
70.0001.03918;150,00
70.0001.03920;225,00
70.0001.03929;375,00
70.0001.03924;375,00
15.0001.00330;3,23
15.0001.00332;3,34
15.0001.00333;18,60
15.0001.00335;1,03
15.0001.00336;0,28
15.0001.00337;1,19
15.0001.00338;3,97
15.0001.00339;1,32
15.0001.00340;1,95
70.0499.02424;758,00
80.0001.00452;236,00
80.0001.00453;236,00
80.0001.00454;236,00
80.0001.00455;236,00
80.0001.00456;236,00
80.0001.00451;236,00
70.0001.02322;22,00
70.0127.00695;1,50
70.0127.00700;1,50
70.0127.00701;1,50
70.0127.00702;1,50
70.0195.03847;1,50
70.0195.04283;0,78
70.0195.04470;1,50
70.0829.00021;0,75
70.0829.00028;7,00
70.0829.00031;1,20
70.0829.00064;0,75
70.0829.00096;0,75
70.0829.00110;2,20
70.0829.00114;1,20
70.0499.02366;779,64
70.0499.01653;87,14
80.0065.00196;140,00
1001000411;7,09
70.0829.00023;2,10
15.0195.00671;1523,60
70.0499.02402;422,86
70.0499.02196;340,00
15.0127.00062;45,50
70.0195.01577;2,24
70.0195.02128;1,50
70.0195.04493;2,24
70.0195.04826;1,50
70.0195.04848;1,50
70.0195.04921;3,00
70.0195.05086;2,25
70.0195.05364;3,00
70.0195.05790;1,50
70.0499.02195;255,00
70.0499.02403;671,77
70.0127.00339;2,56
70.0127.00356;1,50
70.0195.05092;3,00
70.0829.00049;0,75
70.0856.00260;758,57
15.0856.00028;980,00
80.0195.00110;5000,00
70.0127.00051;3,64
70.0127.00052;3,64
70.0195.05796;80,00
15.0853.00021;12,00
15.0853.00037;0,10
15.0853.00105;0,20
70.0127.00108;2,40
2020300095;81,00
2020300094;178,87
15.0195.00672;2000,00
70.0829.00172;18,56
70.0829.00173;17,87
70.0829.00175;3,50
70.0829.00182;1,50
70.0829.00179;17,87
70.0829.00180;17,87
70.0499.01994;400,00
70.0829.00076;1,50
70.0829.00078;1,50
70.0001.03975;9,00
80.0001.00459;236,00
80.0001.00460;236,00
80.0001.00461;236,00
80.0001.00462;236,00
80.0001.00463;236,00
1515500306;47,45
1515500298;56,24
1515500303;36,50
1515500292;91,20
1515500307;39,31
1515500284;98,23
80.0195.00111;5000,00
70.0829.00024;2,90
70.0829.00056;2,75
70.0829.00139;2,20
70.0829.00018;1,20
70.0829.00019;1,50
70.0829.00081;4,29
70.0829.00142;1,20
70.0829.00134;0,75
70.0829.00025;1,50
70.0829.00060;1,20
70.0829.00014;16,00
70.0127.00057;1,24
70.0127.00065;3,68
70.0127.00072;2,66
70.0127.00053;4,52
70.0127.00346;1,93
70.0127.00282;0,64
70.0829.00012;18,09
70.0127.00136;1,16
70.0499.02323;12,17
80.0856.00027;89,70
80.0856.00028;102,00
80.0856.00029;102,00
1001000129;18,00
2021800015;0,20
70.0127.00063;1,92
70.0127.00083;2,24
70.0127.00096;2,31
70.0127.00107;1,95
70.0127.00123;2,37
70.0127.00128;0,94
70.0127.00163;1,95
70.0127.00173;0,33
70.0127.00298;11,21
70.0127.00302;10,43
70.0127.00304;8,28
70.0127.00322;3,68
70.0127.00949;6,12
70.0127.00343;2,31
70.0195.04378;348,33
70.0195.04380;308,33
70.0195.04383;381,66
70.0195.04384;261,33
70.0195.04386;142,00
70.0195.03169;130,00
70.0195.04376;379,33
70.0195.04388;125,00
70.0195.04389;126,00
70.0127.00062;3,67
70.0499.02379;390,00
80.0195.00114;5000,00
80.0499.00088;450,00
70.0856.00482;25,00
15.0856.00118;179,75
70.0856.00474;37,80
15.0855.00050;1438,65
1001000412;6,81
80.0195.00108;5550,00
80.0001.00238;70,00
80.0001.00284;148,69
80.0001.00283;71,99
80.0856.00024;410,00
1001000392;9,20
15.0001.00047;12,63
70.0127.00319;6,72
70.0127.00320;3,55
70.0127.00075;1,46
70.0127.00333;3,19
70.0127.00334;3,37
70.0127.00337;2,94
70.0127.00341;5,59
70.0829.00063;15,07
70.0127.00563;15,23
70.0127.00050;2,99
70.0127.00088;4,07
70.0127.00121;4,48
70.0127.00124;6,83
70.0127.00168;6,83
70.0127.00171;3,85
70.0127.00312;4,07
70.0829.00166;5,95
70.0127.00614;6,10
70.0127.00644;0,92
70.0127.00645;19,19
70.0127.00684;3,32
70.0127.00685;5,46
70.0127.00688;1,39
70.0127.00690;3,63
70.0127.00704;10,27
70.0127.00705;10,84
70.0127.00359;4,34
70.0127.00646;19,19
70.0127.00678;10,44
70.0127.00703;10,45
70.0127.00706;10,67
70.0127.00707;10,46
70.0127.00808;4,40
